,timestamp,PM2.5,humidity,temperature
164,03/06/2020 08:00,24.93,74.54,30.77
165,03/06/2020 09:00,25.84,67.27,32.27
166,03/06/2020 10:00,21.71,54.83,34.02
167,03/06/2020 11:00,23.66,54.62,35.01
168,03/06/2020 12:00,24.73,53.32,35.81
169,03/06/2020 13:00,25.13,51.48,36.37
170,03/06/2020 14:00,23.96,52.25,36.08
171,03/06/2020 15:00,23.52,52.04,36.27
172,03/06/2020 16:00,25.29,53.19,36.08
173,03/06/2020 17:00,24.91,52.82,36.08
174,03/06/2020 18:00,29.52,57.1,35.58
175,03/06/2020 19:00,36.27,62.69,34.03
176,03/06/2020 20:00,44.76,65.03,32.82
177,03/06/2020 21:00,46.73,66.67,32.04
178,03/06/2020 22:00,38.03,68.84,31.53
179,03/06/2020 23:00,31.82,71.93,31.11
180,04/06/2020 00:00,25.83,73.92,30.91
181,04/06/2020 01:00,22.11,77.15,30.56
182,04/06/2020 02:00,20.54,79.92,30.23
183,04/06/2020 03:00,20.36,80.63,30.08
184,04/06/2020 04:00,19.74,81.39,29.88
185,04/06/2020 05:00,19.77,81.3,29.77
186,04/06/2020 06:00,20.73,81.83,29.64
187,04/06/2020 07:00,22.41,81.53,29.98
188,04/06/2020 08:00,24.16,79.87,30.6
189,04/06/2020 09:00,25.58,74.87,31.88
190,04/06/2020 10:00,26.01,67.24,33.33
191,04/06/2020 11:00,25.28,61.23,34.87
192,04/06/2020 12:00,21.78,49.87,36.56
193,04/06/2020 13:00,22.43,48.23,37.51
194,04/06/2020 14:00,21.89,45.85,38.3
195,04/06/2020 15:00,20.88,44.63,39.24
196,04/06/2020 16:00,21.85,45.05,39.31
197,04/06/2020 17:00,23.97,50.37,38.16
198,04/06/2020 18:00,38.1,55.25,36.1
199,04/06/2020 19:00,59.43,58.48,34.77
200,04/06/2020 20:00,73.68,61.02,33.78
201,04/06/2020 21:00,58.92,62.03,32.98
202,04/06/2020 22:00,58.74,65.54,32.33
203,04/06/2020 23:00,44.9,68.21,31.92
204,05/06/2020 00:00,36.98,69.91,31.64
205,05/06/2020 01:00,27.83,72.91,31.23
206,05/06/2020 02:00,21.88,76.53,30.82
207,05/06/2020 03:00,20.83,78.48,30.68
208,05/06/2020 04:00,20.58,80.01,30.51
209,05/06/2020 05:00,21.13,80.44,30.27
210,05/06/2020 06:00,21.93,81.43,30.08
211,05/06/2020 07:00,23.48,80.99,30.3
212,05/06/2020 08:00,24.91,78.7,30.92
213,05/06/2020 09:00,26.57,75.5,31.63
214,05/06/2020 10:00,31.13,75.17,32.1
215,05/06/2020 11:00,41.84,71.98,32.83
216,05/06/2020 12:00,42.33,65.42,34.23
217,05/06/2020 13:00,38.0,60.78,35.12
218,05/06/2020 14:00,27.31,50.99,36.87
219,05/06/2020 15:00,24.48,50.23,36.91
220,05/06/2020 16:00,23.52,48.99,37.48
221,05/06/2020 17:00,24.79,51.61,36.83
222,05/06/2020 18:00,24.44,52.02,36.41
223,05/06/2020 19:00,34.15,56.18,35.54
224,05/06/2020 20:00,58.35,61.78,34.31
225,05/06/2020 21:00,70.42,62.94,33.41
226,05/06/2020 22:00,61.06,65.55,32.6
227,05/06/2020 23:00,48.73,68.18,32.22
228,06/06/2020 00:00,36.88,70.44,31.77
229,06/06/2020 01:00,32.6,72.28,31.46
230,06/06/2020 02:00,29.1,74.01,31.17
231,06/06/2020 03:00,25.33,75.68,30.93
232,06/06/2020 04:00,25.01,76.78,30.69
233,06/06/2020 05:00,23.03,77.01,30.67
234,06/06/2020 06:00,23.28,78.38,30.54
235,06/06/2020 07:00,24.55,77.54,30.87
236,06/06/2020 08:00,26.86,75.36,31.43
237,06/06/2020 09:00,35.18,73.0,32.19
238,06/06/2020 10:00,31.33,65.83,33.85
239,06/06/2020 11:00,26.54,57.37,35.24
240,06/06/2020 12:00,21.39,49.6,36.32
241,06/06/2020 13:00,19.7,49.14,36.21
242,06/06/2020 14:00,19.59,50.39,36.26
243,06/06/2020 15:00,19.69,49.88,36.35
244,06/06/2020 16:00,19.45,49.23,36.63
245,06/06/2020 17:00,20.51,48.45,37.18
246,06/06/2020 18:00,23.38,53.13,36.07
247,06/06/2020 19:00,37.72,57.36,35.19
248,06/06/2020 20:00,90.08,62.82,34.13
249,06/06/2020 21:00,133.17,64.48,33.43
250,06/06/2020 22:00,106.28,66.63,32.83
251,06/06/2020 23:00,80.61,68.48,32.5
252,07/06/2020 00:00,52.69,68.34,32.38
253,07/06/2020 01:00,40.18,68.16,32.29
254,07/06/2020 02:00,32.19,67.28,32.22
255,07/06/2020 03:00,26.42,66.44,32.07
256,07/06/2020 04:00,22.61,66.65,31.84
257,07/06/2020 05:00,21.35,67.78,31.55
258,07/06/2020 06:00,20.55,67.43,31.47
259,07/06/2020 07:00,20.74,65.21,31.9
260,07/06/2020 08:00,24.59,61.84,32.96
261,07/06/2020 09:00,23.5,58.38,34.0
262,07/06/2020 10:00,22.5,57.1,34.55
263,07/06/2020 11:00,20.9,54.43,35.3
264,07/06/2020 12:00,19.48,49.72,36.68
265,07/06/2020 13:00,18.59,43.68,38.58
266,07/06/2020 14:00,18.15,38.22,39.99
267,07/06/2020 15:00,17.49,36.8,40.31
268,07/06/2020 16:00,17.54,39.17,39.84
269,07/06/2020 17:00,18.59,42.4,38.73
270,07/06/2020 18:00,19.04,42.36,38.03
271,07/06/2020 19:00,26.34,47.47,37.19
272,07/06/2020 20:00,48.36,56.48,35.72
273,07/06/2020 21:00,64.2,58.74,34.84
274,07/06/2020 22:00,75.9,61.25,34.18
275,07/06/2020 23:00,71.53,62.29,33.98
276,08/06/2020 00:00,67.67,64.4,33.58
277,08/06/2020 01:00,35.83,62.03,33.3
278,08/06/2020 02:00,24.88,61.11,33.04
279,08/06/2020 03:00,21.3,59.35,32.97
280,08/06/2020 04:00,20.13,60.28,32.58
281,08/06/2020 05:00,19.89,61.36,32.22
282,08/06/2020 06:00,19.93,61.04,32.08
283,08/06/2020 07:00,20.69,58.84,32.59
284,08/06/2020 08:00,21.13,55.98,33.69
285,08/06/2020 09:00,19.61,49.7,34.98
286,08/06/2020 10:00,18.41,45.48,36.22
287,08/06/2020 11:00,17.68,43.08,37.24
288,08/06/2020 12:00,17.46,41.46,38.32
289,08/06/2020 13:00,17.29,38.33,39.53
290,08/06/2020 14:00,17.03,36.53,40.52
291,08/06/2020 15:00,17.08,35.58,41.12
292,08/06/2020 16:00,17.27,36.38,41.04
293,08/06/2020 17:00,17.55,36.51,40.78
294,08/06/2020 18:00,23.01,43.74,39.16
295,08/06/2020 19:00,31.87,50.99,36.98
296,08/06/2020 20:00,41.53,54.81,35.79
297,08/06/2020 21:00,49.9,57.46,35.14
298,08/06/2020 22:00,51.74,58.26,34.76
299,08/06/2020 23:00,52.15,58.82,34.28
300,09/06/2020 00:00,44.12,59.18,33.83
301,09/06/2020 01:00,30.0,58.36,33.51
302,09/06/2020 02:00,25.63,60.29,32.88
303,09/06/2020 03:00,22.51,64.01,32.17
304,09/06/2020 04:00,21.36,66.34,31.67
305,09/06/2020 05:00,21.4,67.19,31.47
306,09/06/2020 06:00,22.71,67.15,31.49
307,09/06/2020 07:00,23.8,66.6,31.86
308,09/06/2020 08:00,25.18,62.58,33.06
309,09/06/2020 09:00,23.18,56.98,34.26
310,09/06/2020 10:00,24.02,52.52,35.81
311,09/06/2020 11:00,23.08,49.76,36.81
312,09/06/2020 12:00,20.7,45.65,37.83
313,09/06/2020 13:00,18.28,41.25,38.53
314,09/06/2020 14:00,18.65,40.39,39.4
315,09/06/2020 15:00,18.78,41.87,39.05
316,09/06/2020 16:00,18.78,41.53,39.38
317,09/06/2020 17:00,19.17,42.51,38.99
318,09/06/2020 18:00,24.99,49.93,36.96
319,09/06/2020 19:00,30.71,53.32,35.82
320,09/06/2020 20:00,42.76,57.28,34.81
321,09/06/2020 21:00,46.22,57.68,33.98
322,09/06/2020 22:00,48.91,60.98,33.25
323,09/06/2020 23:00,49.33,64.56,32.74
324,10/06/2020 00:00,47.31,67.95,32.29
325,10/06/2020 01:00,41.69,69.55,32.07
326,10/06/2020 02:00,33.08,71.25,31.83
327,10/06/2020 03:00,25.03,72.83,31.66
328,10/06/2020 04:00,23.05,76.42,31.28
329,10/06/2020 05:00,22.56,78.95,30.99
330,10/06/2020 06:00,21.93,80.05,30.83
331,10/06/2020 07:00,22.54,79.61,31.02
332,10/06/2020 08:00,24.13,74.6,32.02
333,10/06/2020 09:00,21.88,69.83,32.88
334,10/06/2020 10:00,22.43,65.93,33.89
335,10/06/2020 11:00,21.43,59.41,35.43
336,10/06/2020 12:00,19.88,50.63,37.12
337,10/06/2020 13:00,18.53,44.09,38.53
338,10/06/2020 14:00,18.83,43.48,39.33
339,10/06/2020 15:00,18.59,43.89,38.59
340,10/06/2020 16:00,19.86,46.61,37.77
341,10/06/2020 17:00,19.68,49.26,36.59
342,10/06/2020 18:00,24.72,59.63,35.76
343,10/06/2020 19:00,20.57,82.83,27.63
344,10/06/2020 20:00,18.03,95.21,24.42
345,10/06/2020 21:00,19.3,95.48,25.02
346,10/06/2020 22:00,19.22,95.61,25.27
347,10/06/2020 23:00,20.48,95.61,25.46
348,11/06/2020 00:00,22.93,95.28,25.58
349,11/06/2020 01:00,23.02,94.91,25.78
350,11/06/2020 02:00,17.63,90.5,25.71
351,11/06/2020 03:00,17.95,85.7,26.51
352,11/06/2020 04:00,18.45,84.12,26.69
353,11/06/2020 05:00,20.33,84.47,27.08
354,11/06/2020 06:00,20.65,84.03,27.02
355,11/06/2020 07:00,20.44,81.98,27.66
356,11/06/2020 08:00,22.91,79.43,28.44
357,11/06/2020 09:00,25.89,79.63,29.24
358,11/06/2020 10:00,28.33,79.64,30.3
359,11/06/2020 11:00,26.98,77.25,31.26
360,11/06/2020 12:00,27.11,69.7,33.38
361,11/06/2020 13:00,26.3,63.47,35.02
362,11/06/2020 14:00,23.52,59.97,35.8
363,11/06/2020 15:00,22.68,54.48,37.47
364,11/06/2020 16:00,22.55,58.1,35.92
365,11/06/2020 17:00,22.17,58.77,36.07
366,11/06/2020 18:00,25.12,65.58,34.92
367,11/06/2020 19:00,28.41,79.96,31.21
368,11/06/2020 20:00,40.47,78.6,31.66
369,11/06/2020 21:00,44.13,79.79,31.23
370,11/06/2020 22:00,27.87,82.28,28.97
371,11/06/2020 23:00,18.3,86.66,26.71
372,12/06/2020 00:00,18.18,88.16,26.48
373,12/06/2020 01:00,27.41,88.9,27.09
374,12/06/2020 02:00,37.38,90.45,27.51
375,12/06/2020 03:00,42.77,90.33,28.08
376,12/06/2020 04:00,39.63,89.53,28.32
377,12/06/2020 05:00,31.88,88.13,28.58
378,12/06/2020 06:00,21.23,83.38,28.48
379,12/06/2020 07:00,20.39,79.96,28.86
380,12/06/2020 08:00,19.7,75.04,29.94
381,12/06/2020 09:00,20.1,72.3,31.08
382,12/06/2020 10:00,19.85,66.58,32.88
383,12/06/2020 11:00,19.69,62.32,33.77
384,12/06/2020 12:00,20.49,60.85,34.18
385,12/06/2020 13:00,21.27,56.73,35.39
386,12/06/2020 14:00,19.0,49.18,37.33
387,12/06/2020 15:00,21.03,49.72,37.61
388,12/06/2020 16:00,22.48,54.5,37.03
389,12/06/2020 17:00,23.64,59.04,36.38
390,12/06/2020 18:00,21.76,57.18,34.43
391,12/06/2020 19:00,20.09,62.17,31.95
392,12/06/2020 20:00,18.72,70.38,30.15
393,12/06/2020 21:00,18.24,69.35,29.68
394,12/06/2020 22:00,18.84,72.4,29.54
395,12/06/2020 23:00,30.94,74.31,29.71
396,13/06/2020 00:00,33.0,76.46,29.6
397,13/06/2020 01:00,38.83,79.34,29.38
398,13/06/2020 02:00,31.86,78.44,29.35
399,13/06/2020 03:00,27.33,77.74,29.22
400,13/06/2020 04:00,20.52,75.51,29.02
401,13/06/2020 05:00,21.01,75.59,28.97
402,13/06/2020 06:00,21.59,77.07,29.06
403,13/06/2020 07:00,21.83,76.96,29.39
404,13/06/2020 08:00,22.06,74.64,30.16
405,13/06/2020 09:00,21.56,70.73,31.31
406,13/06/2020 10:00,21.04,65.29,32.7
407,13/06/2020 11:00,20.83,61.91,33.95
408,13/06/2020 12:00,20.22,56.94,35.34
409,13/06/2020 13:00,22.24,52.6,36.88
410,13/06/2020 14:00,21.15,52.03,36.98
411,13/06/2020 15:00,21.36,51.25,37.24
412,13/06/2020 16:00,20.51,52.19,37.44
413,13/06/2020 17:00,21.5,60.2,35.91
414,13/06/2020 18:00,23.86,65.78,34.61
415,13/06/2020 19:00,27.79,69.63,33.47
416,13/06/2020 20:00,29.52,72.33,32.66
417,13/06/2020 21:00,31.73,74.64,32.12
418,13/06/2020 22:00,34.58,77.69,31.58
419,13/06/2020 23:00,37.68,79.21,31.36
420,14/06/2020 00:00,28.83,80.82,31.05
421,14/06/2020 01:00,22.33,81.32,30.93
422,14/06/2020 02:00,20.14,81.65,30.83
423,14/06/2020 03:00,20.33,81.91,30.76
424,14/06/2020 04:00,19.69,79.03,30.68
425,14/06/2020 05:00,19.56,78.7,30.58
426,14/06/2020 06:00,21.03,80.87,30.37
427,14/06/2020 07:00,24.13,81.77,30.57
428,14/06/2020 08:00,22.63,76.83,31.75
429,14/06/2020 09:00,22.97,72.83,32.23
430,14/06/2020 10:00,24.85,66.49,33.46
431,14/06/2020 11:00,24.37,61.68,34.41
432,14/06/2020 12:00,23.65,61.88,34.17
433,14/06/2020 13:00,27.86,67.53,33.32
434,14/06/2020 14:00,33.67,76.28,31.99
435,14/06/2020 15:00,27.03,79.08,29.88
436,14/06/2020 16:00,19.61,92.96,25.38
437,14/06/2020 17:00,30.12,94.6,26.27
438,14/06/2020 18:00,36.37,94.06,26.63
439,14/06/2020 19:00,23.76,91.32,26.33
440,14/06/2020 20:00,21.26,87.47,26.76
441,14/06/2020 21:00,21.8,84.94,27.48
442,14/06/2020 22:00,28.48,85.35,28.13
443,14/06/2020 23:00,35.63,86.81,27.87
444,15/06/2020 00:00,34.85,87.66,27.92
445,15/06/2020 01:00,30.54,88.4,27.68
446,15/06/2020 02:00,27.66,95.33,25.96
447,15/06/2020 03:00,19.33,95.84,25.53
448,15/06/2020 04:00,18.36,95.88,25.41
449,15/06/2020 05:00,31.04,95.99,25.36
450,15/06/2020 06:00,22.76,96.03,25.16
451,15/06/2020 07:00,30.93,96.12,25.18
452,15/06/2020 08:00,31.6,96.2,25.36
453,15/06/2020 09:00,37.62,96.06,25.38
454,15/06/2020 10:00,43.17,95.9,25.73
455,15/06/2020 11:00,33.22,95.04,26.22
456,15/06/2020 12:00,35.2,93.71,26.58
457,15/06/2020 13:00,37.29,88.52,27.91
458,15/06/2020 14:00,38.42,84.58,29.05
459,15/06/2020 15:00,33.63,79.0,30.13
460,15/06/2020 16:00,31.21,71.89,31.87
461,15/06/2020 17:00,29.5,71.62,31.91
462,15/06/2020 18:00,30.11,74.37,31.23
463,15/06/2020 19:00,28.46,75.89,30.75
464,15/06/2020 20:00,26.12,76.63,30.33
465,15/06/2020 21:00,22.18,79.15,29.97
466,15/06/2020 22:00,21.63,81.43,29.75
467,15/06/2020 23:00,22.47,83.52,29.43
468,16/06/2020 00:00,22.91,84.46,29.22
469,16/06/2020 01:00,22.72,85.23,29.09
470,16/06/2020 02:00,22.77,85.75,29.04
471,16/06/2020 03:00,22.43,86.42,29.0
472,16/06/2020 04:00,20.42,84.74,28.9
473,16/06/2020 05:00,20.83,84.93,28.71
474,16/06/2020 06:00,20.64,85.02,28.71
475,16/06/2020 07:00,21.25,84.11,29.03
476,16/06/2020 08:00,22.41,83.08,29.56
477,16/06/2020 09:00,21.83,76.11,31.03
478,16/06/2020 10:00,19.98,71.46,31.69
479,16/06/2020 11:00,19.36,65.64,33.13
480,16/06/2020 12:00,18.51,59.3,34.63
481,16/06/2020 13:00,17.93,52.56,35.94
482,16/06/2020 14:00,17.73,50.17,36.87
483,16/06/2020 15:00,18.58,54.42,35.98
484,16/06/2020 16:00,19.76,59.09,35.2
485,16/06/2020 17:00,20.0,61.19,34.73
486,16/06/2020 18:00,22.34,66.25,33.07
487,16/06/2020 19:00,22.28,67.49,31.99
488,16/06/2020 20:00,23.65,69.54,31.48
489,16/06/2020 21:00,23.02,71.76,31.07
490,16/06/2020 22:00,23.19,73.29,30.83
491,16/06/2020 23:00,21.73,74.71,30.57
492,17/06/2020 00:00,20.02,76.05,30.37
493,17/06/2020 01:00,19.59,77.75,30.1
494,17/06/2020 02:00,20.2,79.11,29.91
495,17/06/2020 03:00,20.9,80.1,29.71
496,17/06/2020 04:00,21.43,80.36,29.64
497,17/06/2020 05:00,20.43,81.34,29.44
498,17/06/2020 06:00,20.79,80.85,29.41
499,17/06/2020 07:00,21.9,78.59,29.82
500,17/06/2020 08:00,21.86,75.38,30.48
501,17/06/2020 09:00,21.93,71.02,31.39
502,17/06/2020 10:00,20.93,66.81,32.39
503,17/06/2020 11:00,20.09,61.64,33.68
504,17/06/2020 12:00,19.71,59.03,34.33
505,17/06/2020 13:00,18.74,55.81,34.88
506,17/06/2020 14:00,18.27,55.2,35.03
507,17/06/2020 15:00,18.43,56.03,35.0
508,17/06/2020 16:00,17.93,54.91,35.04
509,17/06/2020 17:00,18.21,55.66,34.83
510,17/06/2020 18:00,20.0,59.78,34.2
511,17/06/2020 19:00,26.1,65.48,33.53
512,17/06/2020 20:00,27.13,68.98,32.46
513,17/06/2020 21:00,26.44,71.06,31.53
514,17/06/2020 22:00,24.92,72.08,31.05
515,17/06/2020 23:00,22.09,74.21,30.7
516,18/06/2020 00:00,20.7,75.73,30.49
517,18/06/2020 01:00,19.91,76.43,30.36
518,18/06/2020 02:00,18.74,76.98,30.15
519,18/06/2020 03:00,18.88,78.07,30.08
520,18/06/2020 04:00,18.93,79.38,29.84
521,18/06/2020 05:00,19.13,78.99,29.74
522,18/06/2020 06:00,19.55,78.9,29.72
523,18/06/2020 07:00,20.48,78.68,29.99
524,18/06/2020 08:00,20.7,74.41,31.07
525,18/06/2020 09:00,21.67,69.34,32.26
526,18/06/2020 10:00,21.61,63.95,33.63
527,18/06/2020 11:00,20.84,57.84,34.93
528,18/06/2020 12:00,20.68,54.83,35.72
529,18/06/2020 13:00,19.88,51.69,36.46
530,18/06/2020 14:00,19.08,52.1,36.75
531,18/06/2020 15:00,18.98,53.89,36.55
532,18/06/2020 16:00,18.64,56.75,35.78
533,18/06/2020 17:00,18.18,56.82,35.27
534,18/06/2020 18:00,19.49,59.81,34.0
535,18/06/2020 19:00,21.9,62.41,33.28
536,18/06/2020 20:00,23.78,64.87,32.56
537,18/06/2020 21:00,22.68,66.46,31.87
538,18/06/2020 22:00,22.07,69.41,31.29
539,18/06/2020 23:00,22.18,71.83,30.96
540,19/06/2020 00:00,20.71,73.99,30.59
541,19/06/2020 01:00,20.27,75.88,30.37
542,19/06/2020 02:00,19.67,77.27,30.16
543,19/06/2020 03:00,18.49,78.18,30.08
544,19/06/2020 04:00,18.25,79.33,30.02
545,19/06/2020 05:00,18.09,79.91,30.01
546,19/06/2020 06:00,18.14,80.04,29.94
547,19/06/2020 07:00,18.65,79.66,29.99
548,19/06/2020 08:00,20.21,77.73,30.43
549,19/06/2020 09:00,21.38,74.19,31.27
550,19/06/2020 10:00,20.61,67.56,32.55
551,19/06/2020 11:00,21.38,62.89,33.68
552,19/06/2020 12:00,19.73,59.8,34.53
553,19/06/2020 13:00,18.97,54.33,36.04
554,19/06/2020 14:00,18.58,53.12,36.63
555,19/06/2020 15:00,18.58,51.55,36.98
556,19/06/2020 16:00,19.23,54.38,36.23
557,19/06/2020 17:00,20.38,57.71,35.59
